"","word","values"
"200","Blüten","0.0040"
"201","Bonität","0.0040"
"202","Bonitäten","0.0040"
"203","Bonus","0.0040"
"204","Bonussen","0.0040"
"205","Bonuses","0.0040"
"206","Bonusen","0.0040"
"207","Bonuss","0.0040"
"208","Bonuse","0.0040"
"209","Bonusse","0.0040"
"210","Bonusses","0.0040"
"211","Boom","0.0040"
"212","Booms","0.0040"
"213","Brillanz","0.0040"
"214","Brüderlichkeit","0.0040"
"215","Bund","0.0040"
"216","Bünden","0.0040"
"217","Bunden","0.0040"
"218","Bunds","0.0040"
"219","Bundes","0.0040"
"220","Bunde","0.0040"
"221","Bünde","0.0040"
"222","Bündnis","0.0040"
"223","Bündnise","0.0040"
"224","Bündnises","0.0040"
"225","Bündnisen","0.0040"
"226","Bündnissen","0.0040"
"227","Bündniss","0.0040"
"228","Bündnisse","0.0040"
"229","Bündnisses","0.0040"
"230","Champion","0.0040"
"231","Champions","0.0040"
"232","Charisma","0.0040"
"233","Charme","0.0040"
"234","Charmes","0.0040"
"235","Cleverness","0.0040"
"236","Comeback","0.0712"
"237","Comebacks","0.0712"
"238","Dankbarkeit","0.0040"
"239","Diskretion","0.0040"
"240","Disziplin","0.0611"
"241","Disziplinen","0.0611"
"242","Duft","0.2149"
"243","Duftes","0.2149"
"244","Düfte","0.2149"
"245","Dufts","0.2149"
"246","Düften","0.2149"
"247","Dynamik","0.0040"
"248","Echtheit","0.0040"
"249","Effizienz","0.0040"
"250","Effizienzen","0.0040"
"251","Ehre","0.0732"
"252","Ehren","0.0732"
"253","Ehrfurcht","0.0040"
"254","Ehrlichkeit","0.0040"
"255","Ehrwürdigkeit","0.0040"
"256","Ehrwürdigkeiten","0.0040"
"257","Eifer","0.0040"
"258","Eiferes","0.0040"
"259","Eifers","0.0040"
"260","Eigenkapital","0.0040"
"261","Eignung","0.0040"
"262","Eindeutigkeit","0.0040"
"263","Eindeutigkeiten","0.0040"
"264","Einfallsreichtum","0.0040"
"265","Einfallsreichtums","0.0040"
"266","Einhaltung","0.0040"
"267","Einheit","0.0040"
"268","Einheiten","0.0040"
"269","Einheitlichkeit","0.0040"
"270","Einkauf","0.0040"
"271","Einkäufen","0.0040"
"272","Einkäufe","0.0040"
"273","Einkaufes","0.0040"
"274","Einkaufs","0.0040"
"275","Einnahme","0.0040"
"276","Einnahmen","0.0040"
"277","Einsparung","0.0040"
"278","Einsparungen","0.0040"
"279","Einweihung","0.0040"
"280","Einweihungen","0.0040"
"281","Einzigartigkeit","0.0040"
"282","Eleganz","0.0040"
"283","Empathie","0.0040"
"284","Empfehlung","0.0040"
"285","Empfehlungen","0.0040"
"286","Engagement","0.2157"
"287","Engagements","0.2157"
"288","Entlastung","0.0040"
"289","Entlastungen","0.0040"
"290","Entlohnung","0.0040"
"291","Entlohnungen","0.0040"
"292","Entschluß","0.0804"
"293","Entschlußs","0.0804"
"294","Entschlußes","0.0804"
"295","Entschlüsselung","0.0040"
"296","Entschlüsselungen","0.0040"
"297","Entschädigung","0.0040"
"298","Entschädigungen","0.0040"
"299","Entspannung","0.0875"
"300","Entspannungen","0.0875"
"301","Entwirrung","0.0040"
"302","Entwirrungen","0.0040"
"303","Erbe","0.0040"
"304","Erben","0.0040"
"305","Erbes","0.0040"
"306","Erfahrung","0.0040"
"307","Erfahrungen","0.0040"
"308","Erfolg","0.3446"
"309","Erfolgs","0.3446"
"310","Erfolge","0.3446"
"311","Erfolgen","0.3446"
"312","Erfolges","0.3446"
"313","Erfolgserlebnis","0.0884"
"314","Erfolgserlebnisses","0.0884"
"315","Erfolgserlebnissen","0.0884"
"316","Erfolgserlebnisse","0.0884"
"317","Erfüllung","0.0040"
"318","Erfüllungen","0.0040"
"319","Ergiebigkeit","0.0040"
"320","Ergänzung","0.0040"
"321","Ergänzungen","0.0040"
"322","Erhaltung","0.0040"
"323","Erholung","0.0865"
"324","Erhöhung","0.0040"
"325","Erhöhungen","0.0040"
"326","Erlaubnis","0.0040"
"327","Erlaubnisse","0.0040"
"328","Erlaubnissen","0.0040"
"329","Erleichterung","0.0040"
"330","Erleichterungen","0.0040"
"331","Erleuchtung","0.0040"
"332","Erleuchtungen","0.0040"
"333","Erlösung","0.0040"
"334","Erlösungen","0.0040"
"335","Ermutigung","0.0040"
"336","Ermutigungen","0.0040"
"337","Erneuerung","0.0040"
"338","Erneuerungen","0.0040"
"339","Ernsthaftigkeit","0.0040"
"340","Ersparnis","0.0040"
"341","Ersparnise","0.0040"
"342","Ersparnisen","0.0040"
"343","Ersparnisse","0.0040"
"344","Ertrag","0.0040"
"345","Erträgen","0.0040"
"346","Ertrags","0.0040"
"347","Erträge","0.0040"
"348","Ertrages","0.0040"
"349","Erweiterung","0.0040"
"350","Erweiterungen","0.0040"
"351","Erzeugnis","0.0040"
"352","Erzeugnisen","0.0040"
"353","Erzeugnisses","0.0040"
"354","Erzeugnises","0.0040"
"355","Erzeugnise","0.0040"
"356","Erzeugniss","0.0040"
"357","Erzeugnissen","0.0040"
"358","Erzeugnisse","0.0040"
"359","Experte","0.0040"
"360","Experten","0.0040"
"361","Expertise","0.0040"
"362","Expertisen","0.0040"
"363","Exzellenz","0.0040"
"364","Exzellenzen","0.0040"
"365","Fairness","0.0040"
"366","Faszination","0.0040"
"367","Favorit","0.0040"
"368","Favoriten","0.0040"
"369","Feier","0.0829"
"370","Feiern","0.0829"
"371","Fertigkeit","0.0040"
"372","Fertigkeiten","0.0040"
"373","Fest","0.2346"
"374","Festes","0.2346"
"375","Fests","0.2346"
"376","Feste","0.2346"
"377","Festen","0.2346"
"378","Festakt","0.0040"
"379","Festakts","0.0040"
"380","Festaktes","0.0040"
"381","Festakte","0.0040"
"382","Festakten","0.0040"
"383","Festigkeit","0.0040"
"384","Festlichkeit","0.0040"
"385","Festlichkeiten","0.0040"
"386","Finanzierung","0.0040"
"387","Finanzierungen","0.0040"
"388","Fitness","0.0851"
"389","Flair","0.2216"
"390","Flairs","0.2216"
"391","Fleiß","0.3113"
"392","Fleißes","0.3113"
"393","Fleißs","0.3113"
"394","Flexibilität","0.0040"
"395","Fortschritt","0.0040"
"396","Freiheit","0.0040"
"397","Freiheiten","0.0040"
"398","Freispruch","0.0040"
"399","Freisprüchen","0.0040"
"400","Freisprüche","0.0040"
"401","Freispruches","0.0040"
"402","Freispruchs","0.0040"
"403","Freude","0.6502"
"404","Freuden","0.6502"
"405","Freund","0.0116"
"406","Freunden","0.0116"
"407","Freundes","0.0116"
"408","Freunde","0.0116"
"409","Freunds","0.0116"
"410","Freundlichkeit","0.0913"
"411","Freundlichkeiten","0.0913"
"412","Freundschaft","0.2059"
"413","Freundschaften","0.2059"
"414","Frieden","0.0040"
"415","Friedens","0.0040"
"416","Fruchtbarkeit","0.0040"
"417","Funktionsfähigkeit","0.0040"
"418","Furchtlosigkeit","0.0040"
"419","Fähigkeit","0.0892"
"420","Fähigkeiten","0.0892"
"421","Förderung","0.0829"
"422","Förderungen","0.0829"
"423","Führung","0.0040"
"424","Führungen","0.0040"
"425","Fülle","0.0040"
"426","Füllen","0.0040"
"427","Gabe","0.0747"
"428","Gaben","0.0747"
"429","Garantie","0.0040"
"430","Garantien","0.0040"
"431","Gastfreundlichkeit","0.0040"
"432","Gastfreundlichkeiten","0.0040"
"433","Gedenken","0.0040"
"434","Gedenkens","0.0040"
"435","Geduld","0.0789"
"436","Gefallen","0.3349"
"437","Gefallens","0.3349"
"438","Gehaltszulage","0.0040"
"439","Gehaltszulagen","0.0040"
"440","Gelassenheit","0.0721"
"441","Geldgeber","0.0040"
"442","Geldgebers","0.0040"
"443","Geldgebern","0.0040"
"444","Gemeinschaft","0.0040"
"445","Gemeinschaften","0.0040"
"446","Genauigkeit","0.0040"
"447","Genehmigung","0.0040"
"448","Genehmigungen","0.0040"
"449","Genesung","0.0040"
"450","Genesungen","0.0040"
"451","Genialität","0.0040"
"452","Genie","0.0697"
"453","Genies","0.0697"
"454","Genuss","0.0701"
"455","Genüssen","0.0701"
"456","Genusss","0.0701"
"457","Genüsse","0.0701"
"458","Genusses","0.0701"
"459","Genuß","0.073"
"460","Genußes","0.073"
"461","Genüßen","0.073"
"462","Genüße","0.073"
"463","Genußs","0.073"
"464","Gerechtigkeit","0.0040"
"465","Geräumigkeit","0.0040"
"466","Geschenk","0.4792"
"467","Geschenken","0.4792"
"468","Geschenks","0.4792"
"469","Geschenkes","0.4792"
"470","Geschenke","0.4792"
"471","Geschick","0.0040"
"472","Geschicke","0.0040"
"473","Geschicks","0.0040"
"474","Geschickes","0.0040"
"475","Geschicken","0.0040"
"476","Geschicklichkeit","0.0040"
"477","Gesundheit","0.0040"
"478","Gesundung","0.0040"
"479","Gewinn","0.0040"
"480","Gewinns","0.0040"
"481","Gewinnen","0.0040"
"482","Gewinne","0.0040"
"483","Gewinnes","0.0040"
"484","Gewinner","0.0040"
"485","Gewinnern","0.0040"
"486","Gewinners","0.0040"
"487","Gewährleistung","0.0040"
"488","Gewährleistungen","0.0040"
"489","Glamour","0.0040"
"490","Glamours","0.0040"
"491","Glanz","0.0040"
"492","Glanzs","0.0040"
"493","Glanzes","0.0040"
"494","Glaube","0.0040"
"495","Glaubes","0.0040"
"496","Glaubwürdigkeit","0.0040"
"497","Glaubwürdigkeiten","0.0040"
"498","Gleichstellung","0.0040"
"499","Glück","0.2452"
"500","Glücken","0.2452"
"501","Glückes","0.2452"
"502","Glücks","0.2452"
"503","Glücke","0.2452"
"504","Glückseligkeit","0.0040"
"505","Glückseligkeiten","0.0040"
"506","Glückwunsch","0.2193"
"507","Glückwünschen","0.2193"
"508","Glückwünsche","0.2193"
"509","Glückwunschs","0.2193"
"510","Glückwunsches","0.2193"
"511","Gnade","0.0040"
"512","Gnaden","0.0040"
"513","Gratulation","0.428"
"514","Gratulationen","0.428"
"515","Grenzenlosigkeit","0.0040"
"516","Großzügigigkeit","0.0040"
"517","Größe","0.0040"
"518","Größen","0.0040"
"519","Gründlichkeit","0.0040"
"520","Gunst","0.0040"
"521","Gönner","0.0040"
"522","Gönnern","0.0040"
"523","Gönners","0.0040"
"524","Gönnerschaft","0.0040"
"525","Gültigkeit","0.0040"
"526","Güte","0.0040"
"527","Hammer","0.0040"
"528","Hammern","0.0040"
"529","Hammers","0.0040"
"530","Harmonie","0.0795"
"531","Harmonien","0.0795"
"532","Harmonisierung","0.0040"
"533","Harmonisierungen","0.0040"
"534","Hartnäckigkeit","0.0040"
"535","Heiligtum","0.0040"
"536","Heiligtumes","0.0040"
"537","Heiligtümern","0.0040"
"538","Heiligtümer","0.0040"
"539","Heiligtums","0.0040"
"540","Heilung","0.0040"
"541","Heilungen","0.0040"
"542","Heirat","0.0040"
"543","Heiraten","0.0040"
"544","Heiterkeit","0.0040"
"545","Helligkeit","0.0040"
"546","Helligkeiten","0.0040"
"547","Herrlichkeit","0.0040"
"548","Herrlichkeiten","0.0040"
"549","Highlight","0.0040"
"550","Highlights","0.0040"
"551","Hilfe","0.0040"
"552","Hilfen","0.0040"
"553","Hilfsbereitschaft","0.0040"
"554","Hingabe","0.0040"
"555","Hochdruckgebiet","0.0040"
"556","Hochdruckgebiete","0.0040"
"557","Hochdruckgebiets","0.0040"
"558","Hochdruckgebieten","0.0040"
"559","Hochdruckgebietes","0.0040"
"560","Hochruf","0.0040"
"561","Hochrufes","0.0040"
"562","Hochrufen","0.0040"
"563","Hochrufs","0.0040"
"564","Hochrufe","0.0040"
"565","Hochwertigkeit","0.0040"
"566","Hoffnung","0.2038"
"567","Hoffnungen","0.2038"
"568","Humanität","0.0040"
"569","Humor","0.3296"
"570","Humoren","0.3296"
"571","Humore","0.3296"
"572","Humors","0.3296"
"573","Hurra","0.0040"
"574","Hurras","0.0040"
"575","Hurrageschrei","0.0040"
"576","Hurrageschreis","0.0040"
"577","Höflichkeit","0.0040"
"578","Höflichkeiten","0.0040"
"579","Höhepunkt","0.0040"
"580","Höhepunkten","0.0040"
"581","Höhepunktes","0.0040"
"582","Höhepunkts","0.0040"
"583","Höhepunkte","0.0040"
"584","Individualität","0.0040"
"585","Individualitäten","0.0040"
"586","Innovation","0.0040"
"587","Innovationen","0.0040"
"588","Inspiration","0.0040"
"589","Inspirationen","0.0040"
"590","Integrität","0.0040"
"591","Intellekt","0.0040"
"592","Intellekts","0.0040"
"593","Intellekten","0.0040"
"594","Intellektes","0.0040"
"595","Intellekte","0.0040"
"596","Intelligenz","0.0040"
"597","Intelligenzen","0.0040"
"598","Interesse","0.0040"
"599","Interessenvertretung","0.0040"
"600","Interessenvertretungen","0.0040"
"601","Investition","0.0040"
"602","Investitionen","0.0040"
"603","Jubel","0.0652"
"604","Jubels","0.0652"
"605","Jubiläum","0.0040"
"606","Kauf","0.0040"
"607","Kaufs","0.0040"
"608","Kaufes","0.0040"
"609","Käufen","0.0040"
"610","Käufe","0.0040"
"611","Klarheit","0.0040"
"612","Klarheiten","0.0040"
"613","Komfort","0.1808"
"614","Komforts","0.1808"
"615","Kommunikation","0.0040"
"616","Kommunikationen","0.0040"
"617","Kompatibilität","0.0040"
"618","Kompatibilitäten","0.0040"
"619","Kompensation","0.0040"
"620","Kompensationen","0.0040"
"621","Kompetenz","0.0040"
"622","Kompetenzen","0.0040"
"623","Kompliment","0.3323"
"624","Komplimente","0.3323"
"625","Kompliments","0.3323"
"626","Komplimentes","0.3323"
"627","Komplimenten","0.3323"
"628","Kompromiss","0.0040"
"629","Kompromisses","0.0040"
"630","Kompromisss","0.0040"
"631","Kompromisse","0.0040"
"632","Kompromissen","0.0040"
"633","Konjunkturaufschwung","0.0040"
"634","Konjunkturaufschwünge","0.0040"
"635","Konjunkturaufschwungs","0.0040"
"636","Konjunkturaufschwüngen","0.0040"
"637","Konjunkturaufschwunges","0.0040"
"638","Konsens","0.0040"
"639","Konsense","0.0040"
"640","Konsensen","0.0040"
"641","Konsenses","0.0040"
"642","Konsistenz","0.0040"
"643","Konsolidierung","0.0040"
"644","Konsolidierungen","0.0040"
"645","Konstanz","0.0040"
"646","Konsultation","0.0040"
"647","Konsultationen","0.0040"
"648","Kontinuität","0.0040"
"649","Kooperation","0.0040"
"650","Kooperationen","0.0040"
"651","Koordinierung","0.0040"
"652","Koordinierungen","0.0040"
"653","Korrektheit","0.0040"
"654","Korrektur","0.0040"
"655","Korrekturen","0.0040"
"656","Kostbarkeit","0.0040"
"657","Kostbarkeiten","0.0040"
"658","Kraft","0.0040"
"659","Kräfte","0.0040"
"660","Kräften","0.0040"
"661","Kreativität","0.0768"
"662","Kulanz","0.0040"
"663","Kur","0.0859"
"664","Kuren","0.0859"
"665","Langlebigkeit","0.0040"
"666","Laune","0.1085"
"667","Launen","0.1085"
"668","Lebensfähigkeit","0.0040"
"669","Lebensfähigkeiten","0.0040"
"670","Legalität","0.0040"
"671","Legitimität","0.0040"
"672","Leichtigkeit","0.1725"
"673","Leidenschaft","0.0040"
"674","Leidenschaften","0.0040"
"675","Leistung","0.0040"
"676","Leistungen","0.0040"
"677","Leistungsfähigkeit","0.0040"
"678","Leistungsfähigkeiten","0.0040"
"679","Liberalismus","0.0040"
"680","Liebe","0.0985"
"681","Lieben","0.0985"
"682","Liebling","0.0873"
"683","Lieblings","0.0873"
"684","Lieblinge","0.0873"
"685","Lieblingen","0.0873"
"686","Linderung","0.0040"
"687","Linderungen","0.0040"
"688","Linderungnen","0.0040"
"689","Lob","0.7246"
"690","Loben","0.7246"
"691","Lobs","0.7246"
"692","Lobes","0.7246"
"693","Lobe","0.7246"
"694","Lohn","0.0040"
"695","Löhne","0.0040"
"696","Löhnen","0.0040"
"697","Lohns","0.0040"
"698","Lohnes","0.0040"
"699","Loyalität","0.0040"
"700","Loyalitäten","0.0040"
"701","Luxus","0.0040"
"702","Lösung","0.0040"
"703","Lösungen","0.0040"
"704","Macht","0.0040"
"705","Mächten","0.0040"
"706","Mächte","0.0040"
"707","Magie","0.0040"
"708","Magien","0.0040"
"709","Majestät","0.0040"
"710","Majestäten","0.0040"
"711","Maximum","0.0040"
"712","Meisterschaft","0.0040"
"713","Meisterschaften","0.0040"
"714","Meisterwerk","0.0040"
"715","Meisterwerken","0.0040"
"716","Meisterwerks","0.0040"
"717","Meisterwerkes","0.0040"
"718","Meisterwerke","0.0040"
"719","Menschenwürde","0.0040"
"720","Menschlichkeit","0.0040"
"721","Menschlichkeiten","0.0040"
"722","Milde","0.0040"
"723","Mitgefühl","0.0040"
"724","Mitgefühles","0.0040"
"725","Mitgefühls","0.0040"
"726","Mobilität","0.0040"
"727","Modernisierung","0.0040"
"728","Modernisierungen","0.0040"
"729","Modernität","0.0040"
"730","Modernitäten","0.0040"
"731","Moral","0.0040"
"732","Moralen","0.0040"
"733","Motivation","0.0040"
"734","Motivationen","0.0040"
"735","Mut","0.6093"
"736","Muts","0.6093"
"737","Mutes","0.6093"
"738","Möglichkeit","0.0040"
"739","Möglichkeiten","0.0040"
"740","Nachhaltigkeit","0.0040"
"741","Nutzen","0.0040"
"742","Nutzens","0.0040"
"743","Nähe","0.0911"
"744","Oase","0.0040"
"745","Optimalität","0.0040"
"746","Optimismus","0.0882"
"747","Optimist","0.0836"
"748","Optimisten","0.0836"
"749","Ordnungsmäßigkeit","0.0040"
"750","Originalität","0.0040"
"751","Originalitäten","0.0040"
"752","Pannenhilfe","0.0040"
"753","Pannenhilfen","0.0040"
"754","Paradies","0.0040"
"755","Paradieses","0.0040"
"756","Paradiesen","0.0040"
"757","Paradiess","0.0040"
"758","Paradiese","0.0040"
"759","Partner","0.0040"
"760","Partners","0.0040"
"761","Partnern","0.0040"
"762","Partnerschaft","0.0779"
"763","Partnerschaften","0.0779"
"764","Perfektion","0.0040"
"765","Perfektionen","0.0040"
"766","Perfektionismus","0.0040"
"767","Perfektionist","0.0040"
"768","Perfektionisten","0.0040"
"769","Pflege","0.0040"
"770","Phantasie","0.075"
"771","Phantasien","0.075"
"772","Plausibilität","0.0040"
"773","Positivität","0.0040"
"774","Potenz","0.0040"
"775","Potenzen","0.0040"
"776","Pracht","0.0040"
"777","Prachtnen","0.0040"
"778","Prachten","0.0040"
"779","Praktikabilität","0.0040"
"780","Premium","0.0040"
"781","Premien","0.0040"
"782","Premiums","0.0040"
"783","Prestige","0.0040"
"784","Prestiges","0.0040"
"785","Privileg","0.0040"
"786","Produktivität","0.0040"
"787","Profit","0.0040"
"788","Progression","0.0040"
"789","Prächtigkeit","0.0040"
"790","Präferenz","0.0040"
"791","Präferenzen","0.0040"
"792","Präzision","0.0040"
"793","Pünktlichkeit","0.0040"
"794","Qualifikation","0.0040"
"795","Qualifikationen","0.0040"
"796","Qualität","0.0040"
"797","Qualitäten","0.0040"
"798","Qualitätsverbesserung","0.0040"
"799","Qualitätsverbesserungen","0.0040"
"800","Rat","0.0040"
"801","Recht","0.0040"
"802","Rechten","0.0040"
"803","Rechte","0.0040"
"804","Rechts","0.0040"
"805","Rechtes","0.0040"
"806","Rechtmäßigkeit","0.0040"
"807","Rechtsgültigkeit","0.0040"
"808","Rehabilitation","0.0040"
"809","Rehabilitationen","0.0040"
"810","Reichtum","0.0040"
"811","Reichtumes","0.0040"
"812","Reichtums","0.0040"
"813","Reichtümer","0.0040"
"814","Reichtümern","0.0040"
"815","Reinheit","0.0040"
"816","Reinigung","0.0040"
"817","Reinigungen","0.0040"
"818","Relevanz","0.0040"
"819","Relevanzen","0.0040"
"820","Renovierung","0.0040"
"821","Renovierungen","0.0040"
"822","Rentabilität","0.0040"
"823","Reparatur","0.0040"
"824","Reparaturen","0.0040"
"825","Respekt","0.0040"
"826","Respekte","0.0040"
"827","Respekts","0.0040"
"828","Respektes","0.0040"
"829","Respekten","0.0040"
"830","Rettung","0.0707"
"831","Rettungen","0.0707"
"832","Robustheit","0.0040"
"833","Romantik","0.0688"
"834","Ruhe","0.5017"
"835","Ruhm","0.0040"
"836","Ruhms","0.0040"
"837","Ruhmes","0.0040"
"838","Rückendeckung","0.0040"
"839","Rückgrat","0.0040"
"840","Rückgrate","0.0040"
"841","Rückgrats","0.0040"
"842","Rückgrates","0.0040"
"843","Rückgraten","0.0040"
"844","Rücksicht","0.0040"
"845","Rückversicherung","0.0040"
"846","Sauberkeit","0.0755"
"847","Schatz","0.1096"
"848","Schätze","0.1096"
"849","Schatzes","0.1096"
"850","Schätzen","0.1096"
"851","Schatzs","0.1096"
"852","Schenkung","0.0040"
"853","Schenkungen","0.0040"
"854","Schirmherr","0.0040"
"855","Schirmherren","0.0040"
"856","Schirmherrschaft","0.0040"
"857","Schirmherrschaftnen","0.0040"
"858","Schirmherrschaften","0.0040"
"859","Schlauheit","0.0040"
"860","Schmuck","0.0040"
"861","Schmucks","0.0040"
"862","Schmucken","0.0040"
"863","Schmuckes","0.0040"
"864","Schmucke","0.0040"
"865","Schnelligkeit","0.0040"
"866","Schnelligkeiten","0.0040"
"867","Schnäppchen","0.0040"
"868","Schnäppchens","0.0040"
"869","Schuldlosigkeit","0.0040"
"870","Schutz","0.0040"
"871","Schutzs","0.0040"
"872","Schützen","0.0040"
"873","Schutze","0.0040"
"874","Schutzes","0.0040"
"875","Schutzen","0.0040"
"876","Schütze","0.0040"
"877","Schutzmaßnahmen","0.0040"
"878","Schwung","0.238"
"879","Schwunges","0.238"
"880","Schwungs","0.238"
"881","Schwüngen","0.238"
"882","Schwünge","0.238"
"883","Schönheit","0.3286"
"884","Schönheiten","0.3286"
